FIPS,MedianIncome2011,MedianIncome2012,MedianIncome2013,MedianIncome2014,MedianIncome2015,MedianIncome2016,MedianIncome2017,MedianIncome2018
22077,"40,052","41,386","42,129","44,469","42,919","42,545","45,675","46,603"
22079,"36,624","41,036","39,411","40,406","42,758","42,452","42,238","48,116"
22081,"32,650","33,011","35,762","33,322","41,742","33,044","35,662","36,865"
22083,"32,148","33,398","32,477","36,666","34,588","33,820","36,432","35,103"
22085,"37,875","37,440","37,864","39,561","42,196","42,700","40,021","36,423"
22087,"38,068","40,900","40,705","45,615","41,540","39,450","44,553","43,983"
22089,"54,860","55,684","56,163","60,751","61,601","64,742","65,335","67,585"
22091,"33,721","33,879","34,229","35,004","36,602","35,519","36,723","38,699"
22093,"43,701","46,626","48,358","47,477","52,258","47,876","53,045","53,903"
22095,"50,483","47,312","47,389","47,225","50,596","52,166","55,941","50,830"
22097,"33,750","34,299","33,781","32,683","33,503","32,185","35,693","36,624"
22099,"38,826","41,875","42,110","46,713","45,435","46,560","44,574","46,229"
22101,"38,813","37,720","39,608","42,075","40,945","37,822","38,413","39,764"
22103,"57,694","58,383","61,655","63,441","63,499","65,861","67,926","67,054"
22105,"38,420","36,573","40,228","39,927","41,768","44,625","44,256","47,128"
22107,"26,903","26,909","28,021","27,522","27,077","26,657","27,959","28,962"
22109,"45,054","48,472","51,716","49,044","44,450","49,206","47,971","51,665"
22111,"34,958","35,066","35,825","38,998","38,741","42,166","40,395","43,584"
22113,"39,091","45,419","43,434","45,331","46,807","44,048","50,562","48,263"
22115,"45,726","43,803","42,772","46,682","44,733","47,172","45,711","47,664"
22117,"29,443","30,986","31,630","29,749","33,453","34,240","37,792","36,850"
22119,"35,908","36,000","35,762","36,003","34,566","33,251","32,522","35,070"
22121,"46,155","47,301","48,848","51,550","55,074","54,454","64,921","58,205"
22123,"27,781","32,666","34,611","33,959","35,484","35,638","37,759","39,332"
22125,"49,479","50,802","52,626","53,679","56,680","56,459","56,584","60,296"
22127,"33,875","35,705","35,674","36,644","36,173","37,600","39,474","40,133"
23000,"46,160","46,856","47,095","49,381","51,419","52,926","55,980","55,579"
23001,"43,899","43,692","44,097","46,701","48,930","48,494","48,446","49,935"
23003,"35,572","37,996","37,092","36,066","37,104","39,746","42,600","39,450"
23005,"55,459","55,456","55,020","61,436","63,191","65,475","70,661","71,586"
23007,"39,405","36,729","41,154","41,035","42,859","43,532","45,280","49,561"
23009,"44,599","45,564","44,463","45,807","48,601","53,941","51,009","52,148"
23011,"44,441","45,779","45,151","45,556","50,408","51,013","52,265","52,154"
23013,"46,366","46,850","48,352","50,002","47,489","53,610","51,723","56,678"
23015,"45,674","50,379","48,908","47,905","50,152","54,026","52,019","56,211"
23017,"37,915","41,280","38,932","40,120","42,674","44,508","50,367","44,243"
23019,"41,199","41,820","43,615","42,728","44,647","47,076","49,836","47,840"
23021,"36,017","35,816","36,553","36,994","36,463","35,874","40,841","40,066"
23023,"52,187","51,168","52,279","55,630","55,645","59,271","61,047","65,969"
23025,"37,339","38,706","38,279","39,001","40,165","42,134","42,426","43,755"
23027,"41,888","39,917","43,203","46,598","43,198","48,422","54,547","49,482"
23029,"33,637","36,657","35,754","38,057","35,576","37,711","37,943","39,522"
23031,"55,725","52,663","55,163","55,482","61,340","60,520","66,025","65,984"
24000,"70,075","71,169","72,482","73,851","75,784","78,787","80,711","83,076"
24001,"38,504","38,670","39,994","39,808","39,859","44,708","42,564","43,535"
24003,"82,980","87,083","85,685","86,654","90,825","95,297","96,133","97,051"
24005,"62,309","62,413","64,624","67,766","68,317","72,305","73,309","75,836"
24009,"88,406","87,215","91,993","92,446","98,937","97,188","100,000","106,270"
24011,"50,809","48,772","46,015","49,573","51,294","49,616","56,338","56,627"
24013,"82,553","79,304","82,073","84,500","84,506","89,529","92,890","95,956"
24015,"61,191","62,443","64,880","62,198","68,972","70,504","72,259","72,739"
24017,"88,575","89,203","87,577","86,703","87,941","93,947","94,478","92,616"
24019,"41,936","41,931","42,542","42,279","44,664","44,491","47,011","48,682"
24021,"77,872","80,427","83,489","83,698","83,746","89,541","91,727","95,196"
24023,"41,829","41,515","44,404","47,441","46,469","46,710","46,899","49,147"
24025,"77,095","76,220","77,453","79,403","77,992","83,595","80,922","87,959"
24027,"99,040","108,234","108,503","106,871","110,224","119,386","111,576","116,719"
24029,"49,795","49,969","55,695","53,288","52,274","54,210","57,760","55,514"
24031,"92,288","94,365","97,873","97,279","98,314","99,604","102,944","107,758"
24033,"70,114","69,258","71,682","71,904","76,366","78,680","80,858","82,445"
24035,"75,158","79,012","80,143","80,650","83,914","79,966","90,696","93,751"
24037,"80,943","85,478","78,274","84,686","83,148","80,049","82,433","89,964"
24039,"35,426","34,454","36,106","38,376","38,692","38,546","40,320","42,098"
24041,"55,145","61,529","57,525","54,836","62,018","62,264","70,620","64,245"
24043,"52,028","52,604","55,643","54,606","55,270","54,643","59,828","62,556"
24045,"45,788","50,204","47,536","51,927","52,153","50,015","52,341","54,313"
24047,"48,472","55,875","52,276","55,691","53,366","53,509","61,405","59,266"
24510,"38,478","39,077","41,988","41,895","43,192","46,604","46,762","50,501"
25000,"63,126","65,378","66,794","69,200","70,659","75,207","77,385","79,817"
25001,"56,167","58,616","60,685","64,150","65,735","67,374","70,576","69,001"
25003,"43,813","46,660","51,431","49,890","50,646","56,011","56,063","58,375"
25005,"53,307","53,670","53,626","57,732","59,839","65,154","67,085","66,005"
25007,"58,133","56,784","58,276","61,259","64,456","66,528","67,390","70,224"
25009,"64,303","67,408","67,235","70,074","68,237","73,503","75,309","76,373"
25011,"49,940","54,159","51,828","53,953","57,325","56,544","57,930","58,992"
25013,"47,313","48,386","48,560","49,072","51,415","51,589","51,850","52,682"
25015,"54,548","58,206","61,911","57,737","60,853","64,425","67,774","74,456"
25017,"76,803","81,924","82,118","84,026","90,025","94,977","97,851","100,374"
25019,"68,431","70,286","71,259","82,596","86,014","82,324","92,347","97,525"
25021,"81,590","80,192","83,830","90,039","93,187","92,606","100,710","100,184"
25023,"67,989","72,795","75,264","74,576","74,736","81,483","86,026","89,678"
25025,"49,033","50,884","54,164","54,280","56,530","61,367","65,999","68,743"
25027,"60,396","62,318","62,268","65,217","65,621","69,064","70,222","71,767"
26000,"45,931","46,793","48,200","49,755","51,063","52,436","54,840","56,640"
26001,"35,407","37,443","36,334","36,377","37,618","37,900","41,615","39,862"
26003,"39,486","38,916","38,821","45,308","43,341","43,693","46,991","47,441"
26005,"50,559","50,786","55,274","54,232","55,611","58,311","62,421","62,247"
26007,"37,270","37,330","38,784","38,121","40,665","42,332","40,603","42,792"
26009,"41,679","42,419","46,890","45,743","49,118","50,356","50,583","56,456"
26011,"38,008","37,924","38,201","36,460","37,120","43,339","41,275","42,540"
26013,"38,119","38,581","40,402","41,624","42,389","44,187","42,180","43,435"
26015,"50,051","55,522","51,040","57,235","57,665","60,818","59,460","64,121"
26017,"43,068","44,242","42,305","46,061","46,256","45,731","45,771","50,576"
26019,"45,998","42,675","43,145","48,846","48,127","50,323","54,065","51,905"
26021,"40,946","43,324","44,291","44,145","46,588","47,237","48,924","51,509"
26023,"40,462","43,429","43,947","46,371","47,146","48,321","49,387","50,477"
26025,"39,694","40,847","44,343","45,916","43,864","46,423","46,113","48,413"
26027,"44,626","44,233","42,875","48,030","49,889","51,530","52,063","55,978"
26029,"44,061","44,541","45,629","47,991","48,267","52,944","51,457","54,491"
26031,"37,133","37,610","37,949","41,930","41,036","41,667","43,724","48,589"
26033,"39,520","40,273","45,416","38,989","42,473","43,683","44,586","47,380"
26035,"31,443","32,274","33,605","34,655","33,250","37,646","36,661","39,394"
26037,"58,286","59,008","61,733","60,650","65,051","66,396","66,003","70,967"
26039,"37,874","37,169","37,627","41,101","40,907","39,208","47,068","46,930"
26041,"40,982","42,116","41,287","43,338","43,020","43,835","50,802","49,292"
26043,"44,262","42,025","43,290","45,174","47,616","46,094","48,291","52,348"
26045,"51,428","55,229","53,764","57,088","56,760","57,807","64,318","66,716"
26047,"48,285","49,647","48,399","50,191","49,774","51,122","52,796","58,891"
26049,"40,854","40,483","41,393","41,787","44,181","44,174","46,457","48,370"
26051,"34,747","37,442","35,049","39,721","40,746","41,251","41,667","44,635"
26053,"33,382","34,444","33,679","33,600","38,416","36,429","38,343","39,934"
26055,"46,786","51,030","50,755","55,592","54,874","57,367","59,674","64,591"
26057,"40,359","42,657","42,026","43,509","42,800","42,642","42,653","48,988"
26059,"41,030","40,179","40,363","44,780","46,786","49,049","47,610","50,388"
26061,"35,425","35,758","36,947","39,126","41,775","38,603","45,127","42,282"
26063,"39,726","40,459","41,044","41,678","45,917","44,845","46,627","45,817"
26065,"42,371","43,864","44,979","45,840","47,470","49,387","51,186","52,837"
26067,"46,072","50,695","49,047","48,681","51,013","50,383","57,318","61,667"
26069,"33,487","34,343","36,103","37,122","39,874","39,721","41,755","41,256"
26071,"34,384","34,167","34,698","35,961","36,570","38,913","42,082","40,959"
26073,"38,154","38,041","39,991","42,431","41,957","42,924","45,683","47,056"
26075,"42,379","43,827","45,002","46,670","50,683","50,809","50,895","52,047"
26077,"45,798","45,093","46,445","46,283","52,252","53,370","56,199","55,881"
26079,"38,053","40,135","39,269","40,709","42,829","48,426","43,357","46,068"
26081,"50,651","50,674","51,997","53,342","54,550","59,649","61,146","61,675"
26083,"38,207","39,378","37,229","40,411","40,862","42,799","43,812","51,641"
26085,"28,971","30,897","30,656","30,990","32,971","33,708","35,005","36,044"
26087,"50,232","51,627","53,506","51,510","57,774","56,079","57,621","65,209"
26089,"51,267","54,494","56,335","60,622","61,397","62,174","66,372","67,349"
26091,"45,512","48,427","46,693","48,194","49,013","52,738","56,416","55,762"
26093,"68,895","75,744","71,075","74,341","76,934","79,388","82,076","84,048"
26095,"36,515","38,384","38,284","37,590","41,870","41,881","44,479","43,196"
26097,"36,393","36,562","38,839","39,359","40,091","42,887","43,427","46,645"
26099,"50,958","52,275","52,954","54,865","54,939","60,175","60,475","62,191"
26101,"39,347","39,319","41,258","37,477","41,811","46,851","45,504","47,401"
26103,"41,663","44,629","45,170","44,735","48,108","50,681","49,472","54,093"
26105,"39,101","40,752","40,438","42,896","43,620","46,624","46,579","51,083"
26107,"38,634","39,253","39,764","41,572","41,755","41,759","45,785","45,804"
26109,"39,292","38,157","40,866","42,191","42,591","42,306","48,627","46,486"
26111,"53,764","53,208","53,007","51,629","59,248","58,526","61,290","58,057"
26113,"37,616","40,917","40,226","40,455","42,836","41,625","44,553","48,413"
26115,"54,174","51,898","55,745","57,719","56,161","61,962","61,121","62,522"
26117,"41,023","41,205","40,790","41,554","41,728","46,877","46,664","50,396"
26119,"32,241","34,336","33,742","37,961","37,153","37,021","40,170","40,650"
26121,"38,482","40,580","41,556","42,588","46,709","44,473","48,885","49,960"
26123,"41,674","43,060","43,238","41,588","45,086","47,221","47,521","48,860"
26125,"61,961","63,511","67,281","69,378","70,150","72,078","77,558","80,319"
26127,"39,670","38,233","43,134","41,166","43,211","42,446","46,423","50,374"
26129,"33,222","33,769","34,778","35,968","37,057","37,842","38,220","41,201"
26131,"34,352","34,501","33,116","35,387","37,508","35,894","37,208","40,798"
26133,"38,404","36,023","38,407","40,235","41,782","41,018","41,268","45,607"
26135,"31,579","33,046","31,094","33,975","36,724","36,181","39,253","38,927"
26137,"44,129","48,242","47,016","44,693","50,420","50,061","51,814","51,292"
26139,"54,461","55,158","57,994","60,577","61,429","65,004","68,816","70,420"
26141,"39,483","38,019","38,648","39,420","41,658","43,484","43,244","45,502"
26143,"32,742","34,536","31,690","35,002","38,516","37,817","40,306","38,613"
26145,"40,411","40,421","41,510","44,548","43,344","45,739","45,433","48,805"
26147,"45,858","44,994","49,949","50,303","51,183","52,178","56,671","56,557"
26149,"40,796","40,693","43,891","43,687","46,667","48,271","50,854","52,689"
26151,"37,465","39,315","41,502","42,081","41,861","43,579","47,287","46,184"
26153,"38,366","37,795","38,514","39,539","36,741","42,883","41,973","44,887"
26155,"46,811","42,893","43,839","47,882","50,807","52,716","53,055","54,149"
26157,"42,808","42,165","41,441","43,186","45,800","46,950","47,357","51,113"
26159,"41,600","44,119","44,782","46,715","47,806","48,518","52,114","57,363"
26161,"56,789","56,618","59,965","62,861","62,401","66,040","70,509","72,267"
26163,"38,479","39,461","40,485","41,434","41,585","43,570","45,182","46,440"
26165,"43,873","36,514","39,566","39,807","42,922","40,485","46,072","46,396"
27000,"56,944","58,828","60,664","61,473","63,459","65,583","68,364","70,295"
27001,"39,958","38,871","41,784","40,676","43,817","46,617","44,344","44,016"
27003,"63,799","67,811","70,619","70,868","73,276","76,497","79,097","82,284"
27005,"47,819","47,356","49,183","51,116","54,304","55,780","54,502","59,440"
27007,"40,657","42,655","42,364","43,706","46,031","45,344","47,336","47,073"
27009,"49,482","52,308","51,564","52,531","52,513","53,675","58,572","61,341"
27011,"43,190","44,210","44,637","46,495","47,583","46,713","48,553","51,058"
27013,"46,280","48,788","51,283","49,513","49,664","53,829","56,137","58,132"
27015,"50,339","48,348","52,061","52,272","56,330","56,049","57,742","60,626"
27017,"49,357","50,049","52,670","53,291","54,945","58,509","60,740","60,412"
27019,"85,314","85,064","86,759","88,500","93,857","94,057","102,511","104,248"
27021,"42,297","43,491","48,367","45,179","47,645","49,585","51,884","48,651"
27023,"46,545","49,545","55,232","51,274","50,896","51,675","60,039","53,540"
27025,"62,776","65,617","71,397","75,122","70,036","74,908","82,118","82,814"
27027,"52,731","51,954","52,567","55,560","60,417","59,937","60,213","65,914"
27029,"36,697","40,704","44,123","43,674","42,689","43,797","48,115","51,475"
27031,"44,278","46,621","48,124","48,593","50,350","48,884","51,146","54,465"
27033,"44,504","44,449","45,453","48,176","49,448","47,437","48,976","51,788"
27035,"45,514","47,061","48,661","50,162","50,755","51,803","54,065","53,481"
27037,"70,064","71,574","73,833","76,269","77,576","79,111","81,004","86,403"
27039,"65,423","65,548","73,799","68,777","65,494","68,238","70,431","75,955"
27041,"49,161","53,096","52,122","52,298","56,819","55,257","62,809","60,979"
27043,"43,567","42,833","47,191","48,163","52,169","49,176","45,963","52,560"
27045,"47,241","49,370","51,323","52,444","52,170","60,575","56,165","58,761"
27047,"44,352","44,988","47,698","47,203","47,418","48,943","52,117","52,010"
27049,"54,724","56,875","61,428","60,869","60,285","66,038","65,953","67,039"
27051,"43,715","47,616","49,618","48,179","50,570","51,274","50,943","54,917"
27053,"60,811","62,500","64,331","64,490","68,902","71,184","74,568","76,067"
27055,"52,325","50,523","51,160","59,900","56,276","58,201","55,558","59,613"
27057,"41,196","44,140","46,530","47,944","52,841","49,129","56,129","55,687"
27059,"57,860","58,318","58,436","65,342","63,134","68,303","70,594","73,468"
27061,"44,957","43,504","46,834","48,525","52,064","51,644","49,934","53,143"
27063,"47,337","52,892","56,397","53,700","54,001","58,849","55,981","57,786"
27065,"44,691","44,229","46,940","48,908","48,907","51,347","53,181","56,950"
